,UMAP_1,UMAP_2
cell_03105,6.6262436,-1.6371922
cell_03106,-1.9742886,6.833615
cell_03107,8.592869,-0.4582843
cell_03108,-4.332739,5.0350146
cell_03109,6.6750474,-5.24043
cell_03110,-2.169867,6.556473
cell_03111,-4.755213,5.4057117
cell_03112,7.8833942,-1.3561983
cell_03113,6.789032,-2.837868
cell_03114,1.8113437,4.5222197
cell_03115,7.097389,-2.9145737
cell_03116,-5.372787,4.481122
cell_03117,7.619957,-1.6828152
cell_03118,-3.012204,6.394482
cell_03119,-3.9262037,5.3465314
cell_03120,-3.9010353,3.9296103
cell_03121,-1.9375753,6.8397923
cell_03122,-1.7543324,7.0124083
cell_03123,1.9528538,4.5756865
cell_03124,-3.9041674,4.191306
cell_03125,-4.375384,6.226199
cell_03126,6.3238654,0.587378
cell_03127,-4.425372,4.2916775
cell_03128,6.483035,-3.976609
cell_03129,9.3193865,-2.8685105
cell_03130,1.693488,6.0003147
cell_03131,8.644935,-2.6118932
cell_03132,-5.0677886,3.4755623
cell_03133,-6.543149,1.6623744
cell_03134,8.610564,-2.7882411
cell_03135,7.4630246,-4.6934886
cell_03136,9.402064,-1.0240642
cell_03137,-5.248762,1.8123156
cell_03138,9.917422,-2.0785208
cell_03139,-0.007843747,7.3034635
cell_03140,-2.0959287,6.6105657
cell_03141,-4.6125517,4.0942774
cell_03142,8.324628,-4.4381723
cell_03143,-6.6054697,2.4666734
cell_03144,7.4628267,-4.179849
cell_03145,5.8041167,-1.6756524
cell_03146,6.4841466,-4.3700013
cell_03147,9.531187,-0.5104679
cell_03148,8.64012,-4.5835032
cell_03149,-4.4283385,5.101211
cell_03150,-6.649381,1.7508252
cell_03151,8.3841305,-1.3225367
cell_03152,-2.268902,7.388105
cell_03153,-5.190302,5.351878
cell_03154,-3.9120533,4.8292975
cell_03155,-1.9747512,7.065702
cell_03156,-6.0921435,2.3876972
cell_03157,-6.8641863,1.3450224
cell_03158,10.343221,-1.4736655
cell_03159,-2.930429,6.247712
cell_03160,8.415812,-4.243016
cell_03161,8.325177,-5.443197
cell_03162,-4.0765505,3.8001664
cell_03163,7.7094655,-3.4195874
cell_03164,6.129269,-1.3080366
cell_03165,7.990978,-0.5289613
cell_03166,-5.0604014,2.515553
cell_03167,-3.8357055,4.814908
cell_03168,-5.9423437,3.4476755
cell_03169,6.2751074,0.26846123
cell_03170,7.711151,-5.4063606
cell_03171,6.2857256,-2.9705749
cell_03172,9.017889,-4.312222
cell_03173,9.150943,-5.684649
cell_03174,7.9781823,-1.0010737
cell_03175,-5.9930286,2.3556447
cell_03176,9.42036,-4.8632417
cell_03177,-0.787823,7.0185122
cell_03178,-5.992718,1.2809323
cell_03179,3.8426492,1.5318477
cell_03180,7.0262117,-5.7021236
cell_03181,-4.019382,5.849402
cell_03182,4.052608,2.4569454
cell_03183,-3.5940433,4.272291
cell_03184,-6.327288,1.6589013
cell_03185,-5.53183,2.8940907
cell_03186,8.367529,-3.4350557
cell_03187,8.355317,-6.0275593
cell_03188,-3.5007718,4.5275745
cell_03189,-2.892558,5.997619
cell_03190,-3.8687336,4.454189
cell_03191,-6.548001,1.7078903
cell_03192,4.5851703,0.7123691
cell_03193,6.9085345,-3.65291
cell_03194,6.3826613,-2.9765215
cell_03195,0.04991178,6.2447267
cell_03196,5.529509,-0.945951
cell_03197,-5.5370846,2.928345
cell_03198,-4.874668,4.7783713
cell_03199,8.766306,-4.6289697
cell_03200,8.654455,-4.1832237
cell_03201,8.819244,-4.5754633
cell_03202,10.900403,-1.6228491
cell_03203,7.781743,-0.28660613
cell_03204,9.089382,-5.194669
cell_03205,1.5505413,5.738344
cell_03206,-6.305109,1.1533382
cell_03207,-5.078994,1.89515
cell_03208,-4.8229365,3.1442184
cell_03209,-4.509788,2.9309156
cell_03210,-1.4696513,7.1196356
cell_03211,6.6795716,-3.0869262
cell_03212,6.235248,-4.1610036
cell_03213,6.6102767,-0.55750173
cell_03214,-4.3332934,4.0911956
cell_03215,8.477756,-2.3221679
cell_03216,-0.97363883,7.088186
cell_03217,-6.316555,1.0159909
cell_03218,-2.9174643,5.472908
cell_03219,-3.0603049,7.0769925
cell_03220,-3.620584,6.2714787
cell_03221,7.766815,-5.173222
cell_03222,9.862366,-1.0775486
cell_03223,7.093171,-3.1331484
cell_03224,-5.571006,4.8536243
cell_03225,8.986503,-1.6817667
cell_03226,8.065828,-1.6320835
cell_03227,-4.726593,6.1512856
cell_03228,7.616827,-3.366918
cell_03229,4.6080832,2.7997062
cell_03230,3.244286,4.9638963
cell_03231,-5.7284517,3.0220187
cell_03232,4.338029,2.1532836
cell_03233,-5.1160727,3.559804
cell_03234,-3.5378764,4.5059323
cell_03235,-5.5177636,4.1773634
cell_03236,9.8292265,-2.7854075
cell_03237,-3.4593422,5.8230786
cell_03238,-1.6101627,6.92501
cell_03239,-3.0375392,7.318343
cell_03240,7.7296467,-3.8088531
cell_03241,4.918779,0.77017236
cell_03242,9.187761,-4.01112
cell_03243,-2.8852384,6.2596593
cell_03244,-4.1935024,3.1626089
cell_03245,5.2407136,0.5007001
cell_03246,-2.3191981,7.3457065
cell_03247,9.439435,-4.7004414
cell_03248,8.688967,-3.8180227
cell_03249,3.3982182,2.9650097
cell_03250,11.179171,-1.5142403
cell_03251,4.4180217,0.18311633
cell_03252,-3.8027186,6.7278786
cell_03253,3.8583717,2.5567126
cell_03254,-6.302151,2.2944446
cell_03255,8.366674,-5.337321
cell_03256,-5.8544726,3.6892626
cell_03257,-2.1052155,6.4369016
cell_03258,6.350881,-0.41660854
cell_03259,-6.277725,0.77365524
cell_03260,-6.099499,2.8345768
cell_03261,6.7251368,-3.958547
cell_03262,-5.4713316,2.2631495
cell_03263,3.6916015,3.167872
cell_03264,-1.1660328,7.2105923
cell_03265,-4.5329094,6.00547
cell_03266,-4.572843,4.6075854
cell_03267,7.615817,-4.6555295
cell_03268,8.010561,-2.5743444
cell_03269,-4.4639664,3.6724336
cell_03270,8.992059,-5.4019475
cell_03271,5.495698,-1.1698811
cell_03272,6.3503876,-2.9247673
cell_03273,9.394826,-1.4041848
cell_03274,8.179154,-1.9680096
cell_03275,6.946402,-4.895443
cell_03276,3.574296,2.798316
cell_03277,4.7763395,1.5429559
cell_03278,-1.8322526,6.4646087
cell_03279,-5.378266,2.9941194
cell_03280,8.035427,-2.1852288
cell_03281,-6.6417947,1.8359337
cell_03282,-3.5299253,6.3491764
cell_03283,-5.834034,3.6589417
cell_03284,-4.6617393,4.922826
cell_03285,7.732277,-0.5109513
cell_03286,8.039567,-2.0282433
cell_03287,1.2818547,5.93705
cell_03288,-4.4984555,3.13239
cell_03289,1.6411171,5.595944
cell_03290,-0.87949586,7.3582897
cell_03291,8.094867,-1.7538111
cell_03292,4.82131,-0.26236463
cell_03293,4.712127,2.667762
cell_03294,3.1224372,3.2823188
cell_03295,6.6315203,-4.981259
cell_03296,9.860714,-2.284005
cell_03297,3.317589,2.6505957
cell_03298,3.4253855,2.8685763
cell_03299,-6.7542486,1.802334
cell_03300,10.747169,-1.5896659
cell_03301,-2.025314,6.128092
cell_03302,-3.3063831,5.415416
cell_03303,8.232822,-5.4910526
cell_03304,7.798595,-3.1757529
cell_03305,-6.6553016,1.8714145
cell_03306,-6.2045927,2.2714908
cell_03307,-5.6349134,1.4357579
cell_03308,6.2648816,-0.8556141
cell_03309,-5.9152107,2.505042
cell_03310,8.303399,-5.599758
cell_03311,8.999128,-3.4228804
cell_03312,6.2457824,0.67184764
cell_03313,6.0777426,-3.0723724
cell_03314,-3.0610912,6.173475
cell_03315,-6.317993,1.9415606
cell_03316,6.1807065,-4.0105195
cell_03317,-5.381667,3.2666118
cell_03318,-5.009928,2.7405407
cell_03319,-1.9864384,6.609054
cell_03320,-5.591063,1.2506613
cell_03321,1.731486,5.421802
cell_03322,8.538591,-0.3527533
cell_03323,6.570076,-4.4115353
cell_03324,5.752672,-1.5926906
cell_03325,10.371323,-2.2559872
cell_03326,1.3533489,5.924265
cell_03327,8.267576,-5.444852
cell_03328,4.610295,2.4474652
cell_03329,-4.4326835,6.4786935
cell_03330,9.773477,-3.486605
cell_03331,-4.100492,5.2806625
cell_03332,-5.3819165,1.3619952
cell_03333,-5.31761,5.7327886
cell_03334,-0.6602998,6.9509096
cell_03335,-0.95186305,7.1117744
cell_03336,4.3590436,2.024403
cell_03337,8.545357,-5.34341
cell_03338,-3.208942,5.539377
cell_03339,3.666795,1.8740517
cell_03340,-1.5166057,6.991211
cell_03341,10.708889,-1.272478
cell_03342,-5.31908,4.913558
cell_03343,-6.1662397,3.7247303
cell_03344,5.1983232,1.7123371
cell_03345,8.319233,-1.9727521
cell_03346,10.666377,-1.2415019
cell_03347,7.0202975,-0.0995629
cell_03348,8.541683,-2.4746134
cell_03349,0.05775586,6.500668
cell_03350,-6.225559,1.9353019
cell_03351,-4.9873877,3.563981
cell_03352,-5.8178725,1.4361651
cell_03353,-3.0139277,7.497881
cell_03354,3.3458042,2.7078843
cell_03355,-1.2562575,6.7752066
cell_03356,6.6563644,0.35188425
cell_03357,2.9660025,3.0084112
cell_03358,6.2787523,-2.7290645
cell_03359,7.7756896,-2.0829184
cell_03360,-2.806629,6.514469
cell_03361,-1.7708428,7.14333
cell_03362,6.5146413,-0.9136708
cell_03363,7.7196236,-1.9732943
cell_03364,-1.828198,6.950778
cell_03365,-1.745772,6.752687
cell_03366,6.7088103,-3.9280186
cell_03367,7.6767864,-0.68036616
cell_03368,-5.263162,5.2470126
cell_03369,1.8189138,5.072849
cell_03370,9.711622,-2.4183867
cell_03371,-5.2065907,1.6959364
cell_03372,9.015368,-5.4367356
cell_03373,-3.5400326,3.9670448
cell_03374,5.379777,0.98712593
cell_03375,2.3095891,5.8423514
cell_03376,-6.112383,0.9836889
cell_03377,8.83257,-2.8943381
cell_03378,3.6081705,4.642944
cell_03379,10.457201,-1.7348474
cell_03380,-3.1800816,6.0565734
cell_03381,9.568539,-3.6104581
cell_03382,8.9201565,-5.0150046
cell_03383,5.572136,-1.2739179
cell_03384,-3.314023,4.525274
cell_03385,5.9614677,-3.4140203
cell_03386,4.618395,1.3111447
cell_03387,10.758084,-1.595993
cell_03388,2.9133904,4.818845
cell_03389,-3.5797465,6.109155
cell_03390,-3.6428463,4.7856174
cell_03391,7.3498344,-4.2540083
cell_03392,8.689715,-6.240485
cell_03393,-5.7586813,1.5368786
cell_03394,9.002053,-1.1964287
cell_03395,6.4212418,-4.546382
cell_03396,-5.9431524,2.4568298
cell_03397,-4.811356,3.0464785
cell_03398,6.6579103,-3.525103
cell_03399,6.2479277,-2.2857866
cell_03400,-6.3790665,2.621979
cell_03401,8.318111,-4.4859185
cell_03402,5.9086094,0.67749923
cell_03403,8.001277,-4.4262986
cell_03404,10.237605,-1.430872
cell_03405,8.187073,-2.682662
cell_03406,3.7792952,1.8459736
cell_03407,-3.9257936,5.9929266
cell_03408,3.3467495,2.394712
cell_03409,-5.078507,3.3067713
cell_03410,7.780503,-2.344638
cell_03411,-5.6396165,4.6067996
cell_03412,3.9644074,2.337108
cell_03413,-5.6789765,1.5364953
cell_03414,-2.986537,6.400834
cell_03415,-3.8569264,5.8054934
cell_03416,6.9431753,-0.045101885
cell_03417,8.438923,-4.8033314
cell_03418,-5.7124443,2.2732496
cell_03419,9.419535,-1.3784899
cell_03420,10.78144,-1.8881735
cell_03421,-1.3021934,6.942273
cell_03422,8.490812,-0.43819165
cell_03423,0.6158028,6.284433
cell_03424,-5.4695826,4.6642337
cell_03425,4.106878,1.3478394
cell_03426,-5.33382,2.3808684
cell_03427,7.7312813,-5.5836368
cell_03428,9.931631,-2.8336475
cell_03429,10.622687,-1.320955
cell_03430,4.8046956,-0.40557566
cell_03431,4.7161202,0.041370403
cell_03432,8.399369,-6.183419
cell_03433,-4.49391,5.4479437
cell_03434,-5.0629387,2.3805084
cell_03435,5.606136,-0.8053676
cell_03436,-2.1751935,6.516144
cell_03437,-2.656879,6.6956863
cell_03438,-6.2057204,1.2945437
cell_03439,8.018194,-0.40691453
cell_03440,-4.2459855,5.828946
cell_03441,-5.7527766,4.847033
cell_03442,-5.8462896,1.1398641
cell_03443,0.1745569,7.000256
cell_03444,8.142051,-3.909911
cell_03445,-1.6223065,6.6173096
cell_03446,9.622236,-1.2443941
cell_03447,9.5209055,-1.2161202
cell_03448,-2.4330196,6.963412
cell_03449,9.67658,-3.0245607
cell_03450,7.0463686,-5.21528
cell_03451,5.4642005,1.0747695
cell_03452,-6.575114,1.2095217
cell_03453,-6.6110783,1.7998112
cell_03454,9.6241455,-2.2284522
cell_03455,6.483582,-4.066327
cell_03456,9.216221,-5.1902122
cell_03457,7.353193,-5.219905
cell_03458,-6.39825,1.6338758
cell_03459,8.281457,-4.815122
cell_03460,1.8106138,4.5409822
cell_03461,7.8233333,-5.240901
cell_03462,-6.6390505,1.2727131
cell_03463,-3.055652,6.5665154
cell_03464,9.635129,-0.6860153
cell_03465,7.631843,-5.3075395
cell_03466,6.369148,-2.6058543
cell_03467,-3.336035,5.894771
cell_03468,-2.542106,6.500625
cell_03469,7.8137,-4.3644824
cell_03470,2.306978,4.72737
cell_03471,3.2197754,4.942916
cell_03472,5.446901,0.1829203
cell_03473,0.62287915,6.291886
cell_03474,5.9158444,-0.5201927
cell_03475,1.94417,5.474628
cell_03476,10.595455,-1.5215752
cell_03477,8.844428,-3.8708305
cell_03478,8.246662,-5.4371214
cell_03479,6.1974115,0.009098132
cell_03480,1.8225354,4.724971
cell_03481,8.837063,-5.0640187
cell_03482,9.637778,-3.637781
cell_03483,5.5325246,-0.47119626
cell_03484,8.714082,-0.55021137
cell_03485,9.302887,-3.5306966
cell_03486,6.96544,-2.1282268
cell_03487,8.761612,-1.391326
cell_03488,-5.054958,5.7154136
cell_03489,4.824598,1.4993541
cell_03490,5.5383205,-0.22487222
cell_03491,-6.206063,0.67813915
cell_03492,10.101422,-3.3858254
cell_03493,8.025208,-0.7871163
cell_03494,-3.8097763,3.799011
cell_03495,9.064668,-3.9247346
cell_03496,9.135973,-2.8342204
cell_03497,7.015203,-4.061461
cell_03498,0.6482795,6.0493307
cell_03499,9.806268,-2.8372228
cell_03500,1.4441283,5.981044
cell_03501,7.013729,-0.93620706
cell_03502,-5.409159,0.9764952
cell_03503,8.34541,-1.0299246
cell_03504,10.058155,-1.4440044
cell_03505,6.2877316,-0.70051134
cell_03506,3.212993,2.78652
cell_03507,8.936537,-2.8817954
cell_03508,9.351746,-3.0766346
cell_03509,-2.4674287,5.9641566
cell_03510,8.824094,-6.0308976
cell_03511,8.175915,-1.7941152
cell_03512,6.9757323,-5.4281282
cell_03513,7.9848905,-3.8172295
cell_03514,9.303419,-1.5785046
cell_03515,10.101024,-1.272752
cell_03516,6.221697,-0.93774
cell_03517,-5.135299,4.1921062
cell_03518,6.030242,0.32243282
cell_03519,8.936327,-0.6800859
cell_03520,4.091151,1.0227414
cell_03521,8.778009,-5.5959315
cell_03522,-4.778526,2.955586
cell_03523,-0.20630756,7.371778
cell_03524,3.7015753,2.5088437
cell_03525,1.332147,5.7076015
cell_03526,-5.3461976,2.836735
cell_03527,-4.2464256,4.4680853
cell_03528,9.879468,-1.1703922
cell_03529,3.7996714,3.832694
cell_03530,-6.0869374,1.9216522
cell_03531,-6.126883,0.77359784
cell_03532,3.9441757,3.788811
cell_03533,-3.6699655,4.193988
cell_03534,10.2493,-1.1940805
cell_03535,8.225719,-5.321774
cell_03536,-3.7218432,5.5545197
cell_03537,5.176916,-0.45300674
cell_03538,-3.9011476,3.6846907
cell_03539,-2.0024133,6.2444777
cell_03540,7.632296,-5.7705956
cell_03541,5.7357006,1.2820102
cell_03542,10.057735,-1.6496829
cell_03543,-4.76172,5.714739
cell_03544,-2.4793608,7.5271235
cell_03545,2.5834446,4.17863
cell_03546,3.439874,2.580553
cell_03547,7.4596853,-4.869008
cell_03548,-5.230658,2.9187422
cell_03549,6.556703,-4.2707024
cell_03550,7.865878,-5.342452
cell_03551,4.559786,0.108767584
cell_03552,-1.4164783,6.7728605
cell_03553,5.1118217,1.1150403
cell_03554,-3.7007163,6.8924294
cell_03555,8.805904,-5.1880927
cell_03556,4.791073,2.4524632
cell_03557,9.975846,-3.464477
cell_03558,8.508361,-0.55720234
cell_03559,5.0257616,0.9833817
cell_03560,9.279069,-0.8325151
cell_03561,3.7882755,2.0621746
cell_03562,10.115764,-3.8398633
cell_03563,-4.036037,3.9492042
cell_03564,10.878423,-1.573084
cell_03565,8.185399,-2.5030482
cell_03566,8.741481,-2.8733275
cell_03567,2.698864,3.7445362
cell_03568,9.419218,-2.8106477
cell_03569,-3.030692,6.8884397
cell_03570,7.9053645,-3.6794934
cell_03571,-4.074987,3.6105092
cell_03572,-2.557555,6.118925
cell_03573,2.3649168,4.5733666
cell_03574,-2.0001445,6.577071
cell_03575,-0.23788561,6.75174
cell_03576,7.9461856,-5.815194
cell_03577,-3.5610907,6.986289
cell_03578,6.5966344,-4.231133
cell_03579,-5.3256474,2.6937308
cell_03580,7.764841,-4.335285
cell_03581,7.186903,-4.166205
cell_03582,1.0240307,6.2326317
cell_03583,10.294734,-3.7138221
cell_03584,9.931923,-4.315947
cell_03585,7.5830703,-4.4960737
cell_03586,0.15089776,6.724963
cell_03587,4.266763,2.6740315
cell_03588,7.2092056,-4.63282
cell_03589,-2.78617,6.9507604
cell_03590,8.625477,-5.152547
cell_03591,-2.7956483,7.3256736
cell_03592,8.355173,-5.854275
cell_03593,-5.445587,2.5479825
cell_03594,-5.9488897,1.2321954
cell_03595,9.303353,-5.50921
cell_03596,10.358209,-1.3059464
cell_03597,9.120554,-1.0961013
cell_03598,8.136897,-6.088667
cell_03599,2.3772588,5.6949778
cell_03600,-3.2971551,6.4152474
cell_03601,-4.452563,3.6077034
cell_03602,3.586192,2.0488272
cell_03603,-3.3571417,4.3138304
cell_03604,7.3933144,-5.8291473
cell_03605,-6.1559024,0.7600084
cell_03606,-5.1076474,4.6989684
cell_03607,-4.65896,5.682535
cell_03608,-4.599969,5.1040673
cell_03609,-3.9535823,5.430985
cell_03610,6.29293,-3.899473
cell_03611,-2.0323682,7.009288
cell_03612,5.669577,-1.9981798
cell_03613,9.58213,-2.5500298
cell_03614,5.3999825,-0.66429573
cell_03615,9.411866,-1.7688309
cell_03616,-0.9274989,7.3489103
cell_03617,-4.0865808,4.3332815
cell_03618,-2.293114,6.81081
cell_03619,10.150499,-2.3023322
cell_03620,7.4959702,-2.4152253
cell_03621,-3.204363,5.8944855
cell_03622,3.2180564,4.559744
cell_03623,8.532642,-3.8977284
cell_03624,8.000601,-1.065066
cell_03625,4.7883105,0.059125043
cell_03626,8.44862,-4.387028
cell_03627,7.9834623,-1.6173704
cell_03628,7.326145,-2.6185074
cell_03629,-4.0024757,4.9452214
cell_03630,-5.6280394,2.9617312
cell_03631,8.045155,-5.0400023
cell_03632,7.4188056,-1.2173141
cell_03633,1.8709673,6.0846524
cell_03634,5.9390783,-0.102866285
cell_03635,-6.0759425,2.4016674
cell_03636,6.3595943,-4.394042
cell_03637,-3.1670687,4.97154
cell_03638,6.5204506,-4.1159406
cell_03639,5.110673,0.745969
cell_03640,-3.9544299,6.8003035
cell_03641,-5.8482485,0.9728012
cell_03642,7.3488927,-4.9302783
cell_03643,-4.560184,5.0519404
cell_03644,-5.8093734,1.8536303
cell_03645,9.25038,-0.77471334
cell_03646,-1.2704028,6.5860167
cell_03647,0.14916562,5.926475
cell_03648,-4.110379,5.40131
cell_03649,7.7426524,-5.4159145
cell_03650,-3.65612,7.261447
cell_03651,-4.425879,5.2578526
cell_03652,-2.292567,6.320319
cell_03653,-4.3874755,5.437081
cell_03654,-2.3119185,6.9712534
cell_03655,-5.403736,3.0653696
cell_03656,-4.4341564,5.1305213
cell_03657,2.6068127,5.759344
cell_03658,7.482655,-4.933015
cell_03659,-6.3661475,2.0734084
cell_03660,-5.280496,5.4790754
cell_03661,6.709303,-4.833629
cell_03662,10.487226,-1.3159472
cell_03663,7.9840465,-1.6701001
cell_03664,-4.2476397,5.8069396
cell_03665,2.2182922,5.1388874
cell_03666,-3.553926,6.4086275
cell_03667,-5.100779,4.3691883
cell_03668,0.33454064,6.5775084
cell_03669,5.809945,-1.2000959
cell_03670,-1.1633494,7.2204127
cell_03671,6.551772,-1.272151
cell_03672,-3.2116725,5.897276
cell_03673,-1.5248173,6.9566936
cell_03674,7.172196,-3.9084885
cell_03675,7.670416,-3.0285976
cell_03676,-2.0860243,7.391726
cell_03677,5.4604025,0.14762954
cell_03678,-4.601135,6.460437
cell_03679,-5.871836,2.3584867
cell_03680,8.28873,-2.2154884
cell_03681,-4.8298936,4.9322433
cell_03682,2.287399,5.664461
cell_03683,3.9295,2.7900054
cell_03684,-3.8254838,4.0538654
cell_03685,-5.5164466,2.800416
cell_03686,-1.9872513,7.4211464
cell_03687,9.866782,-4.7173343
cell_03688,7.1385813,-0.9651709
cell_03689,0.21211314,6.3159094
cell_03690,-6.4048157,2.0426393
cell_03691,4.935744,-0.7211151
cell_03692,-5.5910087,3.4766047
cell_03693,4.55916,0.23235787
cell_03694,9.6894245,-0.9865157
cell_03695,2.0350065,5.514585
cell_03696,-3.8734307,6.7119546
cell_03697,-5.498492,1.8849977
cell_03698,-5.755917,1.8165506
cell_03699,1.5129722,5.374922
cell_03700,8.14913,-5.0417686
cell_03701,-3.888454,6.270341
cell_03702,5.879834,-1.4220614
cell_03703,7.448019,-1.1966909
cell_03704,-5.3504677,2.3839626
cell_03705,-4.4933057,3.9205601
cell_03706,-1.9452808,6.4357367
cell_03707,7.6662636,-5.581788
cell_03708,1.5894434,4.6649113
cell_03709,9.240289,-3.5324645
cell_03710,10.05762,-3.9989777
cell_03711,6.866559,-4.0924263
cell_03712,7.3242865,-5.840398
cell_03713,6.4831805,-4.2414694
cell_03714,8.931011,-4.6897364
cell_03715,7.738663,-5.1968317
cell_03716,7.934476,-3.8071585
cell_03717,9.373317,-1.710292
cell_03718,8.93073,-3.015451
cell_03719,4.364211,3.2454088
cell_03720,6.55974,-2.5654073
cell_03721,4.786889,1.2870327
cell_03722,8.252612,-3.3054786
cell_03723,1.3824773,5.0777664
cell_03724,7.3809853,-4.338839
cell_03725,8.31701,-4.491263
cell_03726,8.508615,-4.4706535
cell_03727,-4.016425,6.770095
cell_03728,9.7021055,-3.300065
cell_03729,8.490115,-2.4985337
cell_03730,7.865455,-5.7499638
cell_03731,10.25585,-2.0268126
cell_03732,6.825195,-0.4926034
cell_03733,6.508586,-0.78633994
cell_03734,-4.693514,4.719679
cell_03735,9.211804,-4.55417
cell_03736,-3.0513122,6.444412
cell_03737,8.310733,-2.1342216
cell_03738,10.208431,-1.8243234
cell_03739,2.0427496,4.9352555
cell_03740,-4.9119744,6.2087107
cell_03741,-4.882887,5.696336
cell_03742,7.956212,-2.111262
cell_03743,5.5738525,1.1162609
cell_03744,-5.291474,3.371754
cell_03745,8.183615,-3.1296568
cell_03746,-3.3888707,4.934126
cell_03747,7.296235,-4.7358537
cell_03748,-2.3096654,5.9769707
cell_03749,-4.360609,5.835899
cell_03750,-5.324286,3.1520748
cell_03751,4.2858996,2.0369565
cell_03752,2.2748775,4.47668
cell_03753,7.1804304,-4.7853565
cell_03754,3.7208555,4.077689
cell_03755,-1.9112034,7.267935
cell_03756,-3.9624639,5.960835
cell_03757,-3.7827914,6.7795515
cell_03758,6.9862976,-5.363294
cell_03759,-4.348069,4.718545
cell_03760,8.100881,-5.5081635
cell_03761,-1.0827115,7.0019865
cell_03762,-5.900415,3.690031
cell_03763,-3.505478,5.1888695
cell_03764,-4.771936,2.400117
cell_03765,8.550434,-3.3409007
cell_03766,5.6959615,1.3284307
cell_03767,-2.2254179,6.5037594
cell_03768,6.1967673,-3.1261554
cell_03769,7.7250037,-0.4219203
cell_03770,8.279015,-5.870388
cell_03771,9.522371,-2.620037
cell_03772,9.166068,-1.3803627
cell_03773,9.998782,-3.4633007
cell_03774,9.121725,-0.9946768
cell_03775,3.4056895,2.3571265
cell_03776,6.9234447,-2.848877
cell_03777,-6.207444,2.8254828
cell_03778,7.9574437,-5.01503
cell_03779,7.2572,-4.126366
cell_03780,-5.417921,2.7084339
cell_03781,8.695536,-5.0175786
cell_03782,7.6444974,-5.0250955
cell_03783,-4.8500266,5.8365135
cell_03784,4.4715233,0.45995727
cell_03785,10.329926,-2.7610674
cell_03786,10.42545,-2.325573
cell_03787,-5.1030498,4.1948247
cell_03788,-1.3371315,7.359318
cell_03789,9.084318,-3.8549085
cell_03790,-4.1828923,6.0046506
cell_03791,-2.4270942,6.941084
cell_03792,-5.749611,0.86774635
cell_03793,-5.2314005,4.4199357
cell_03794,5.6457443,0.74189824
cell_03795,6.7520576,-3.2511642
cell_03796,5.6758184,-2.129953
cell_03797,10.491485,-1.8092445
cell_03798,1.057212,6.4915056
cell_03799,-2.8081806,5.940472
cell_03800,-6.07577,1.2771752
cell_03801,-4.165818,4.9003477
cell_03802,-2.9635541,6.3894944
cell_03803,-5.229224,5.2380104
cell_03804,-6.847752,1.080137
cell_03805,-4.7478228,4.852589
cell_03806,8.299475,-4.826846
cell_03807,7.700558,-1.2938582
cell_03808,9.020659,-2.6048124
cell_03809,7.5055027,-4.9925504
cell_03810,5.6520214,-0.1795531
cell_03811,-4.7761827,4.038163
cell_03812,6.172874,0.081543185
cell_03813,-5.39861,2.4709215
cell_03814,2.6995325,5.6875577
cell_03815,1.222075,6.729515
cell_03816,2.3511076,6.0915737
cell_03817,-3.0030005,4.919055
cell_03818,10.3028555,-1.8219941
cell_03819,8.109782,-2.8237221
cell_03820,7.5055795,-4.3665624
cell_03821,7.238025,-0.6578392
cell_03822,5.363232,0.5055522
cell_03823,-5.65701,1.4886311
cell_03824,8.972649,-3.0026217
cell_03825,4.9530144,0.0073352535
cell_03826,-3.935022,6.671595
cell_03827,-1.2689044,7.401539
cell_03828,10.637457,-2.041912
cell_03829,7.390171,-0.57515514
cell_03830,3.9599886,3.1820867
cell_03831,5.7591834,-2.2909522
cell_03832,0.5649385,5.6284637
cell_03833,2.946107,3.4390736
cell_03834,-3.1947763,6.8714685
cell_03835,2.2679453,5.1914515
cell_03836,6.727052,-3.660794
cell_03837,-6.4521813,2.0267954
cell_03838,9.2322,-3.600459
cell_03839,-3.7643726,5.7952743
cell_03840,6.2304635,-3.3566973
cell_03841,7.290194,-2.0751293
cell_03842,6.58323,-3.3815558
cell_03843,8.666403,-1.316491
cell_03844,9.900599,-4.327834
cell_03845,4.9470143,0.36814618
cell_03846,8.536512,-5.8642874
cell_03847,8.476913,-0.8458452
cell_03848,-4.4369564,4.7704883
cell_03849,-3.5213068,6.708621
cell_03850,2.0973573,5.599416
cell_03851,-2.8971622,6.6391096
cell_03852,-0.7207015,6.988001
cell_03853,0.3877751,6.169836
cell_03854,7.1130886,-0.92104065
cell_03855,-3.9729378,5.3659887
cell_03856,6.6386924,-5.2408714
cell_03857,1.9884849,5.171641
cell_03858,7.825615,-3.6045337
cell_03859,-6.167315,2.568793
cell_03860,2.8207846,3.1409569
cell_03861,-6.265854,0.9528126
cell_03862,8.298068,-4.258702
cell_03863,-1.9406766,7.548815
cell_03864,9.11297,-4.8489366
cell_03865,-2.7418501,7.123737
cell_03866,6.8195567,0.08650925
cell_03867,-3.9365575,6.0242386
cell_03868,8.19928,-0.9580844
cell_03869,2.5755801,3.9243119
cell_03870,-0.43629575,7.334602
cell_03871,-4.548403,6.3792057
cell_03872,-5.470891,3.6895273
cell_03873,-4.9551573,3.15689
cell_03874,9.834344,-3.526413
cell_03875,1.1724919,6.46634
cell_03876,-5.9652467,0.7353554
cell_03877,8.720206,-5.5390277
cell_03878,-5.9651046,0.9534056
cell_03879,1.8352635,6.088899
cell_03880,9.526143,-0.71388894
