,UMAP_1,UMAP_2,UMAP_3
cell_00580,7.378171,3.9395835,-0.37309337
cell_00581,8.866755,2.8362958,0.28178376
cell_00582,-2.1678054,5.1038733,4.503884
cell_00583,3.5847611,6.787554,2.0091598
cell_00584,10.860378,-2.477351,0.92048746
cell_00585,9.729716,-1.0765588,-1.1909643
cell_00586,-1.0390786,6.2683525,4.0725036
cell_00587,1.9392376,6.670441,2.3630772
cell_00588,-0.65924615,5.4917517,2.3008983
cell_00589,-3.929111,3.2927687,4.745815
cell_00590,10.586166,-2.742592,1.6022545
cell_00591,5.8832436,5.449207,0.52651805
cell_00592,1.0228825,6.4789276,3.1839519
cell_00593,9.622212,-0.27996534,-1.1269664
cell_00594,-4.443473,3.3959413,4.637511
cell_00595,-0.29895207,6.4279985,2.1709256
cell_00596,9.928858,-2.9098592,-1.1929201
cell_00597,10.053822,-0.050669372,-0.27762693
cell_00598,11.026859,-3.7618887,-0.85891473
cell_00599,9.459216,-1.4129722,-1.1945418
cell_00600,6.638447,4.6152225,0.16987017
cell_00601,11.5300045,-0.51289093,1.6279299
cell_00602,10.475363,-2.7660046,0.850644
cell_00603,10.278596,-2.534173,-1.4105767
cell_00604,11.118385,-1.8398645,2.6449366
cell_00605,11.76062,-2.4979217,0.6796867
cell_00606,11.167041,-2.5806842,-0.83143204
cell_00607,-2.3161547,4.620008,3.6053586
cell_00608,10.108878,-3.1138268,-1.4189531
cell_00609,5.2833886,6.236012,0.7449268
cell_00610,8.20369,2.1288052,-0.87931967
cell_00611,10.287212,0.14580102,1.0825863
cell_00612,11.180337,-3.1741335,-1.4875995
cell_00613,11.34938,-1.644626,2.215161
cell_00614,0.42093632,6.526201,3.287628
cell_00615,11.049217,-2.9966893,-1.5095102
cell_00616,10.354313,-2.2339478,-1.3890522
cell_00617,2.2147675,6.4379277,2.7241232
cell_00618,-2.4058354,5.439787,3.20073
cell_00619,-3.2762754,3.7791831,4.434543
cell_00620,10.780758,-3.4259124,-0.04387134
cell_00621,8.313481,4.1804466,0.40721384
cell_00622,11.172242,-2.1699595,2.4611106
cell_00623,6.994488,5.0988097,1.0796325
cell_00624,10.026718,-3.650598,-0.28623965
cell_00625,4.616278,6.5384927,1.0648904
cell_00626,11.325048,-2.2735527,0.06009885
cell_00627,-3.0207257,4.2411766,4.947516
cell_00628,9.238992,1.4565498,-0.6598698
cell_00629,10.079031,-2.873644,0.1492345
cell_00630,11.179559,-2.5741727,-1.9788175
cell_00631,10.343024,-3.9675062,-1.0062668
cell_00632,-3.5971334,3.9638426,4.655628
cell_00633,3.2524686,6.497378,2.1776388
cell_00634,-3.4411252,3.6789718,4.4583793
cell_00635,-3.353013,4.760879,4.0011554
cell_00636,10.783134,-0.41621786,0.20999432
cell_00637,11.395927,-1.6871295,-0.9224503
cell_00638,11.065701,-0.63153815,2.1381474
cell_00639,11.135233,-3.3648074,-0.98418236
cell_00640,10.091311,-2.7566433,-0.16160406
cell_00641,9.748925,-2.7434108,-0.9476031
cell_00642,-3.6282697,4.109115,4.921257
cell_00643,-1.0862103,6.6616964,2.9072173
cell_00644,9.860276,0.047480542,-0.49561235
cell_00645,10.649324,-1.8494104,0.7365156
cell_00646,-4.2913346,3.5074725,5.190335
cell_00647,9.045866,2.3855982,-0.10246143
cell_00648,10.087508,-1.1078162,1.3894942
cell_00649,-3.989944,3.7586877,4.872984
cell_00650,3.8705332,6.4044304,2.3862593
cell_00651,11.865666,-1.2682654,1.9145124
cell_00652,10.532572,-1.1246259,0.8696751
cell_00653,-0.43708706,6.828039,3.4459484
cell_00654,10.78315,-2.8596773,1.55218
cell_00655,1.4161125,6.852833,2.8524332
cell_00656,11.390183,-1.2159971,1.504019
cell_00657,0.03965953,6.7103167,2.578104
cell_00658,10.408677,-0.5798032,-0.7914791
cell_00659,3.5226426,6.164094,2.1988811
cell_00660,-0.07580366,5.8682065,2.8496842
cell_00661,10.520016,-1.425524,2.3538244
cell_00662,-0.8536424,4.9379473,4.04052
cell_00663,-2.049597,4.326959,3.4622424
cell_00664,2.2195282,6.9908395,2.25732
cell_00665,9.5136175,-2.7476454,-0.720679
cell_00666,11.125298,-0.8136707,2.2183015
cell_00667,10.798783,-3.4556105,-0.095788404
cell_00668,0.70035756,6.301783,2.5218303
cell_00669,3.8350306,6.971408,1.6054199
cell_00670,-2.0215216,6.0429587,3.1870556
cell_00671,9.160462,0.7017759,-1.0033091
cell_00672,11.219187,-1.1652169,2.5424047
cell_00673,9.993567,-3.9583685,-0.63966256
cell_00674,10.349907,-0.57387614,-0.8693315
cell_00675,4.5850644,6.2153554,1.8678393
cell_00676,11.033563,-3.7891457,0.14027394
cell_00677,8.204767,3.8486416,0.48657146
cell_00678,-2.6720243,4.951315,3.2712417
cell_00679,2.6261237,6.812316,1.5871719
cell_00680,-2.9248233,4.2006917,4.0600314
cell_00681,0.32671672,5.4906178,3.126806
cell_00682,-4.201551,3.8019483,4.683745
cell_00683,5.9151173,5.228936,0.35611326
cell_00684,10.798369,-0.8215863,0.23817758
cell_00685,1.8586243,6.510733,2.8224103
cell_00686,4.7788672,6.180432,1.0605437
cell_00687,10.544918,-2.8652108,-0.6212656
cell_00688,11.174796,-3.4208732,-0.75416666
cell_00689,8.62362,2.399037,-0.72743654
cell_00690,0.362513,5.868527,3.4434204
cell_00691,11.98545,-1.8581405,0.24467091
cell_00692,-1.0389744,5.9598355,3.1854203
cell_00693,1.4646804,6.1880865,2.7055326
cell_00694,10.416932,-2.5369973,1.965072
cell_00695,9.483517,2.3332355,-0.4148359
cell_00696,10.651479,-2.6095376,1.280537
cell_00697,9.778059,0.41303843,-0.61309963
cell_00698,10.5844345,-1.2114863,-0.9076035
cell_00699,0.09533733,5.6986947,2.7673132
cell_00700,-0.56186193,5.870162,2.7313597
cell_00701,1.3120965,7.020268,3.038021
cell_00702,-1.8219216,5.105315,3.1739285
cell_00703,11.17876,-1.6306386,1.821164
cell_00704,0.290254,5.607515,3.6550438
cell_00705,8.942744,1.6734124,-0.86721087
cell_00706,9.740325,-3.503727,-1.1935887
cell_00707,11.268961,-2.153697,2.3218732
cell_00708,5.8787603,5.964764,1.4863973
cell_00709,7.033037,4.6947412,0.082498975
cell_00710,11.369514,-1.610441,2.3931565
cell_00711,10.129803,-1.9498376,-1.5701805
cell_00712,10.462085,-2.3013275,1.1082203
cell_00713,10.835489,-2.8950481,0.90411276
cell_00714,10.212626,-3.7564354,-0.6488361
cell_00715,-1.4769995,5.7864,4.1323733
cell_00716,9.782815,0.16967008,-0.108278796
cell_00717,-2.956556,4.138713,4.4272914
cell_00718,10.916377,-2.1607432,-1.6293087
cell_00719,11.23971,-0.9467334,1.5379088
cell_00720,8.516969,3.5105855,-0.33020905
cell_00721,4.9649887,5.837682,1.2802829
cell_00722,-3.5473845,4.33544,4.7633257
cell_00723,10.7073145,-4.2406173,-0.90213513
cell_00724,-3.1663115,4.998619,3.7799373
cell_00725,-3.8617232,3.3203657,4.7209024
cell_00726,-0.057728507,5.483242,2.91227
cell_00727,-3.102952,3.9439251,4.4735255
cell_00728,5.8600945,5.54124,0.7514359
cell_00729,7.956267,3.3527951,-0.78603077
cell_00730,0.9774265,6.4933376,3.081505
cell_00731,-4.053844,4.2958746,4.2474284
cell_00732,-2.4940822,5.099551,3.3776047
cell_00733,3.2761228,6.6325054,2.0770278
cell_00734,-2.9750679,3.9555588,3.9566746
cell_00735,11.282525,-2.5520747,0.9837546
cell_00736,-1.3204572,5.659813,2.7663403
cell_00737,0.19186789,6.2755585,2.681075
cell_00738,4.7549033,6.517019,2.0388057
cell_00739,5.113426,6.1115856,1.6927716
cell_00740,-4.2933846,3.0235,4.403897
cell_00741,-1.9605907,4.7430863,4.566234
cell_00742,10.254342,-2.9199057,-0.616012
cell_00743,-4.3828344,3.2891243,5.238085
cell_00744,7.9084415,3.8386285,-0.7568057
cell_00745,7.66835,4.5439153,0.0012065782
cell_00746,1.7618879,5.994064,2.7323833
cell_00747,5.122851,6.0081453,1.5140902
cell_00748,10.604978,-2.1203127,1.3518592
cell_00749,11.725999,-1.2660549,1.4545689
cell_00750,-0.6569979,5.1729846,2.837823
cell_00751,0.89784694,6.5640717,2.6498988
cell_00752,-0.47255674,6.1487885,2.8169324
cell_00753,6.7816267,4.787059,0.21206304
cell_00754,11.157859,-0.8973902,-0.44276625
cell_00755,-1.533484,6.247765,3.5069098
cell_00756,1.5040683,6.879147,1.8103359
cell_00757,9.955094,-4.090912,-0.34288618
cell_00758,-3.9364057,4.384407,4.4065056
cell_00759,6.183181,5.298218,0.31286016
cell_00760,10.054116,-1.5778759,-1.2927858
cell_00761,-1.956311,4.611769,3.8880095
cell_00762,-4.0914483,4.2053313,4.3354993
cell_00763,-1.8711195,4.659486,3.4189942
cell_00764,10.767616,-1.234607,2.2450542
cell_00765,-4.163385,3.2713041,4.7271724
cell_00766,-1.1283306,4.9575253,4.231632
cell_00767,-4.163487,3.4277377,4.617279
cell_00768,-1.488879,4.254966,3.8927627
cell_00769,9.422948,-0.67864716,-0.950161
cell_00770,-1.6703018,5.6792984,2.7776632
cell_00771,8.957839,0.8112402,-1.0905044
cell_00772,9.573076,-0.25206572,-0.84315854
cell_00773,9.979821,-3.2621865,-0.27876404
cell_00774,-4.175444,3.5128658,5.1637306
cell_00775,10.579832,-1.5816141,2.353817
cell_00776,9.280584,0.21023351,-1.0977396
cell_00777,-1.4895177,5.0959134,2.841207
cell_00778,11.031654,-3.3632574,-0.82955587
cell_00779,11.271997,-3.3068333,-0.933253
cell_00780,-0.93275875,5.630473,2.9191108
cell_00781,10.633354,-3.2525315,-1.6641247
cell_00782,6.813324,5.436074,0.6237282
cell_00783,10.315085,-0.13232864,-1.3035192
cell_00784,11.861671,-2.011448,1.4428861
cell_00785,2.2033763,6.840079,2.052103
cell_00786,10.869682,-3.9046597,-0.42862806
cell_00787,0.81279314,6.8499227,2.4633467
cell_00788,10.440317,-2.4276443,-1.0919727
cell_00789,9.855289,-0.69878525,-1.3327469
cell_00790,-0.6367622,4.8373413,3.2494218
cell_00791,4.8874316,6.4362597,1.8957942
cell_00792,0.66903585,6.2934165,2.324407
cell_00793,-2.4469976,4.494853,3.8691568
cell_00794,-3.86502,3.0460296,4.605022
cell_00795,1.5621535,6.5941176,2.8302255
cell_00796,-4.149187,3.8808992,5.131233
cell_00797,-1.8173857,4.6320057,4.065656
cell_00798,11.058719,-1.4021531,-0.60003394
cell_00799,9.533999,-3.2335515,-0.76920515
cell_00800,11.615771,-2.1665883,-0.49229503
cell_00801,0.34058127,7.069884,2.5528119
cell_00802,11.543826,-1.3433498,-0.15834917
cell_00803,10.4315815,-0.0049026525,-1.2934954
cell_00804,-1.9661589,5.781172,3.45628
cell_00805,-2.1581001,4.9584775,4.0354824
cell_00806,9.861307,-3.2976491,-1.3396333
cell_00807,-0.73514587,5.0883574,3.7617095
cell_00808,7.630617,3.508956,-0.051224668
cell_00809,10.797991,-2.6612039,-0.926184
cell_00810,-4.252464,3.2211788,4.5441017
cell_00811,-4.0082045,2.8780234,4.583999
cell_00812,11.5806,-2.701011,-1.1343902
cell_00813,8.796424,1.1249287,-1.0508025
cell_00814,-2.0591588,5.095009,2.876631
cell_00815,11.0857525,-3.196524,0.81695634
cell_00816,11.260133,-2.3841074,1.3840296
cell_00817,8.1961155,2.4329875,-0.8191614
cell_00818,9.367595,-0.5813691,-1.0313696
cell_00819,-0.47309038,6.6493115,3.605598
cell_00820,-4.378968,3.9919126,4.1171117
cell_00821,10.08314,0.546534,0.7700862
cell_00822,-0.7122959,6.350908,2.0974772
cell_00823,9.631868,-1.1689402,-1.4872679
cell_00824,10.98644,-2.2326825,2.138787
cell_00825,-4.011313,3.5665324,4.5051165
cell_00826,9.513616,-0.70123434,-1.018411
cell_00827,-2.0603704,6.0897894,3.5388334
cell_00828,10.700799,-3.8464236,-0.85781884
cell_00829,-0.9816411,5.8385644,2.4845102
cell_00830,10.028914,0.5454652,1.0034808
cell_00831,9.124578,1.6643008,-0.8007947
cell_00832,4.0642424,6.654589,1.9552306
cell_00833,10.985713,-1.3741575,-0.7368323
cell_00834,11.24821,-1.4731722,1.0288652
cell_00835,9.348533,1.2037455,-0.5707885
cell_00836,11.862573,-1.7950013,0.123711914
cell_00837,11.244273,-1.3511132,1.7304965
cell_00838,4.426366,5.9670444,0.94235903
cell_00839,7.498663,4.093382,0.3669958
cell_00840,-4.2849216,3.4707663,4.4528556
cell_00841,10.486089,-4.265953,-0.7808628
cell_00842,7.9454503,2.7730525,-0.53882146
cell_00843,4.3830776,6.6367183,1.8086913
cell_00844,-2.1625443,4.6336484,4.2370877
cell_00845,11.117475,-2.371069,1.2147788
cell_00846,3.2988114,6.613231,2.153906
cell_00847,11.195632,-0.5926347,0.51129186
cell_00848,-1.8084052,5.24084,4.505546
cell_00849,11.437772,-3.1522982,0.8462077
cell_00850,-1.8538815,6.288221,4.031159
cell_00851,-0.62756073,5.5123286,3.0623662
cell_00852,10.897162,-1.7006571,-1.1958206
cell_00853,11.266151,-2.215157,2.6445928
cell_00854,-0.5686136,5.15608,3.1646478
cell_00855,6.5564027,4.7757072,0.7084755
cell_00856,11.610716,-1.0365707,1.255566
cell_00857,11.391673,-3.0981727,-0.45452586
cell_00858,3.6682768,6.245305,1.9548582
cell_00859,8.33974,2.6646936,-0.95794356
cell_00860,9.467604,-2.2969816,-1.0026675
cell_00861,10.789692,-2.3959591,-1.8083524
cell_00862,11.115634,-1.1291835,1.8598545
cell_00863,9.656617,1.3726858,-0.58988124
cell_00864,-2.627209,4.0607886,4.1554
cell_00865,11.113601,-2.9683816,-0.36570257
cell_00866,11.293921,-3.5810983,-1.07714
cell_00867,11.134868,-0.92775536,2.3183
cell_00868,-2.1689324,4.6598988,4.8602786
cell_00869,-0.48400703,6.737852,3.5005612
cell_00870,11.092798,-2.2073116,-1.8034198
cell_00871,-3.9009106,3.2796702,4.1298304
cell_00872,11.465132,-1.9580526,0.46264568
cell_00873,2.6911945,6.7538433,1.9290516
cell_00874,11.483231,-2.3024533,-1.0985333
cell_00875,10.7083845,-3.1018367,-1.8485214
cell_00876,2.9884727,6.4728904,1.9623657
cell_00877,0.6462773,6.745245,2.1902132
cell_00878,9.835934,-0.53829175,-1.3941289
cell_00879,9.4399,0.74846524,0.45813859
cell_00880,4.7751727,6.2870097,2.0077875
cell_00881,10.213465,-0.86387646,-0.8540782
cell_00882,11.531393,-2.101652,0.91854054
cell_00883,6.796383,5.2677374,0.17175314
cell_00884,-0.83467084,5.106408,3.376751
cell_00885,2.5001125,6.556953,2.4878047
cell_00886,3.4327314,6.5350156,2.5341103
cell_00887,-1.40964,4.6005516,4.053524
cell_00888,-2.519648,5.5257134,3.7307835
cell_00889,11.116209,-1.1841239,-0.20340677
cell_00890,1.1729087,6.2152863,2.9980335
cell_00891,11.144288,-3.779949,-0.027384033
cell_00892,-0.7981622,6.420133,3.7467434
cell_00893,-2.9629533,4.1424417,3.4430096
cell_00894,10.168296,-3.9528182,-0.15651909
cell_00895,10.402029,-1.7920026,2.336779
cell_00896,-0.28613675,5.947757,3.7683146
cell_00897,-1.7202729,5.0241165,3.2588882
cell_00898,-1.0469803,5.0077624,3.4681013
cell_00899,8.989656,2.5100393,0.26749006
cell_00900,6.474872,5.409565,0.15566926
cell_00901,-0.34756288,6.1570654,3.332567
cell_00902,-3.3396866,3.57838,4.8309216
cell_00903,7.150517,4.1637425,-0.014119764
cell_00904,11.176082,-3.6438887,0.36499333
cell_00905,10.32823,-1.6159134,-0.5721842
cell_00906,7.828344,3.689048,-0.6311454
cell_00907,-2.6549094,3.9725826,3.7280097
cell_00908,-0.42109242,6.613356,2.5934324
cell_00909,-0.14753604,6.259395,3.0340698
cell_00910,11.246174,-1.2423744,2.4299908
cell_00911,11.618586,-1.6270179,0.6711128
cell_00912,11.516182,-0.4442388,1.4145423
cell_00913,11.323456,-2.571624,0.8246147
cell_00914,9.8830805,-3.6555183,-0.56242555
cell_00915,11.264851,-3.24183,-0.33880717
cell_00916,-3.264001,4.444754,4.1997514
cell_00917,-2.5786896,4.9969587,3.6564658
cell_00918,0.8692587,6.379108,2.4395263
cell_00919,9.441876,1.7695863,0.015425095
cell_00920,-2.4230204,4.287698,3.9125283
cell_00921,10.442698,-4.057049,-0.5482359
cell_00922,10.904417,-0.16410704,0.14132771
cell_00923,9.119948,2.1466546,-0.6042756
cell_00924,-1.0841355,4.750453,3.7694001
cell_00925,-0.8184541,5.815896,2.9555914
cell_00926,-2.0608556,5.0567317,3.6407516
cell_00927,11.248471,-2.8893573,-1.1255034
cell_00928,9.769124,0.97665596,0.13644171
cell_00929,10.8055105,-0.0440625,1.3831532
cell_00930,0.8547699,6.157025,2.762607
cell_00931,1.8393282,6.734159,2.1322815
cell_00932,4.143473,6.3198457,1.7705202
cell_00933,10.323768,-2.529261,0.97578835
cell_00934,11.503272,-1.5994521,0.16820894
cell_00935,-1.0888532,5.141119,3.3288531
cell_00936,11.902965,-2.4597359,1.3350059
cell_00937,-2.8366876,5.538251,3.8194041
cell_00938,11.449664,-2.7351882,-0.54142255
cell_00939,-3.0562847,4.0266004,4.4628906
cell_00940,-0.4322644,5.795749,3.5559435
cell_00941,11.199854,-2.1794262,1.7285088
cell_00942,-1.1371217,4.9651465,3.733615
cell_00943,4.177559,6.0329604,1.5951742
cell_00944,5.714763,5.814809,0.61504817
cell_00945,-0.576341,6.0459204,3.7031999
cell_00946,10.928043,-2.572682,1.4424248
cell_00947,10.566606,-2.7592244,-0.98099613
cell_00948,11.511884,-2.412434,-0.5090178
cell_00949,1.7801833,6.8497224,2.5177448
cell_00950,8.05513,3.0439227,-0.8016732
cell_00951,-0.40725234,5.9505043,3.7094936
cell_00952,-1.087895,5.885268,3.4252434
cell_00953,-1.4031106,6.673799,3.1688516
cell_00954,11.208325,-1.2962983,2.616352
cell_00955,11.461795,-1.5927403,-0.7166347
cell_00956,11.244669,-0.619242,2.054508
cell_00957,8.057344,3.0587373,-0.48858348
cell_00958,7.630752,3.932188,0.09839095
cell_00959,8.79181,2.8278167,-0.11074185
cell_00960,9.046544,1.9541404,-1.0652096
cell_00961,5.7834272,5.596654,1.0399815
cell_00962,-1.732303,4.5804954,3.126826
cell_00963,-2.0240197,4.7001925,4.0487256
cell_00964,10.6155405,-2.6604471,1.4403777
cell_00965,7.4974747,4.3824754,0.8033277
cell_00966,11.219543,-3.0604548,-1.3974733
cell_00967,-0.44822043,5.4579496,3.993542
cell_00968,9.603926,1.474661,-0.7306092
cell_00969,-0.9880304,5.6440434,3.8930974
cell_00970,-1.3509715,6.3515534,3.2676165
cell_00971,-4.246591,3.8293102,4.497327
cell_00972,-1.9117669,5.272339,4.2631607
cell_00973,11.124265,-2.579223,0.0725749
cell_00974,1.4205705,6.136358,2.6376946
cell_00975,10.13377,-0.6298333,0.9821366
cell_00976,6.6207747,5.047906,0.33813435
cell_00977,4.4220247,6.648519,1.9353518
cell_00978,8.982172,2.5563715,0.24605374
cell_00979,-2.2150316,6.114674,3.3245597
cell_00980,11.101063,-1.781372,2.578371
cell_00981,10.237416,-3.0826051,-0.32476407
cell_00982,10.1105795,-3.0408216,-1.3623512
cell_00983,7.2541676,4.924393,0.3901915
cell_00984,-1.9423132,5.71777,3.9814615
cell_00985,10.58413,-3.6201556,-1.5719814
cell_00986,1.4214401,6.3443804,2.1646516
cell_00987,-4.067837,3.724726,3.9582655
cell_00988,1.1647729,6.945073,2.0165288
cell_00989,9.693438,-3.1574957,-1.0379711
cell_00990,9.7705,-0.5374528,-1.0116045
cell_00991,10.236289,-2.677394,-1.7515906
cell_00992,11.31134,-2.4415357,-1.6833246
cell_00993,-1.0435423,6.3786154,3.9086716
cell_00994,11.031034,-1.4964836,2.338531
cell_00995,4.5264573,6.3309264,1.0592151
cell_00996,10.732212,-0.160773,1.1340481
cell_00997,-4.2741814,2.9780827,4.516367
cell_00998,10.296478,-4.0008497,-1.2752013
cell_00999,0.05393986,5.804152,3.358954
cell_01000,-3.5800455,3.8730533,5.051359
cell_01001,6.646581,4.6865907,-0.07496119
cell_01002,-2.9188726,4.3636374,3.6797493
cell_01003,-1.6970979,6.144913,4.034076
cell_01004,10.470683,-0.33949906,-1.3117398
cell_01005,4.5782585,6.54062,2.2800863
cell_01006,11.001017,-2.1364074,0.4566357
cell_01007,0.66476333,6.8566,2.6905048
cell_01008,11.196506,-1.6642234,-1.3340607
cell_01009,7.241478,4.6022635,0.82610816
cell_01010,10.101524,-1.7581228,-1.4880692
cell_01011,10.239408,-0.35683078,-0.22404313
cell_01012,6.856167,5.403343,0.20072247
cell_01013,11.238941,-3.5917182,-0.37148184
cell_01014,1.8468211,6.8715353,2.869633
cell_01015,-1.9408232,5.4052625,4.1016088
cell_01016,9.572456,-2.7452877,-1.2701
cell_01017,10.587148,-1.3113794,2.301062
cell_01018,-4.201624,4.305438,4.2411537
cell_01019,6.264666,5.243886,1.180373
cell_01020,10.784775,-3.5062807,0.38216174
cell_01021,10.429934,-2.7401612,-0.80695564
cell_01022,11.270208,-2.8643181,-0.45926994
cell_01023,7.8003626,3.1018486,-0.50752974
cell_01024,10.207607,-0.82645106,0.94252723
cell_01025,0.34039515,6.0357943,3.249295
cell_01026,10.947027,-2.2375474,0.6625224
cell_01027,2.1086988,6.368564,2.165587
cell_01028,10.788742,-1.981345,1.5046558
cell_01029,4.591029,6.13187,2.1184905
cell_01030,9.290899,1.9093089,-0.86958665
cell_01031,11.127494,-1.7871772,-0.79969376
cell_01032,8.83815,3.1965528,-0.6238511
cell_01033,10.283531,-3.0692494,-0.8700987
cell_01034,4.7379937,6.3590484,1.8919439
cell_01035,9.871892,-0.34063452,-0.9460307
cell_01036,0.8195835,7.097433,2.31819
cell_01037,5.0862713,6.2622194,1.6746018
cell_01038,5.086719,6.50621,1.4263175
cell_01039,-2.1479197,4.9058433,3.7884853
cell_01040,-2.9031518,4.8195267,3.150359
cell_01041,10.477285,-0.72128177,-1.2097208
cell_01042,10.296811,-1.0582063,1.566001
cell_01043,10.723224,-0.40367466,-0.0066915904
cell_01044,-4.163022,3.538739,4.9240303
cell_01045,0.7177963,6.282712,2.0942614
cell_01046,-1.2357517,6.4049025,3.4673352
cell_01047,10.379176,-4.1155295,-0.16492061
cell_01048,11.328894,-1.7354587,0.016129635
cell_01049,-1.1420392,6.478818,4.1049194
cell_01050,10.08369,-1.9167414,0.23784815
cell_01051,-2.7082684,5.3070283,4.337325
cell_01052,-0.48933116,6.6174817,2.3648484
cell_01053,-2.5449395,5.610925,4.258118
cell_01054,-0.33771136,6.078302,2.206271
cell_01055,10.294779,-1.0763494,0.7880843
cell_01056,10.911226,-2.959112,-1.4194479
cell_01057,-1.8151568,6.618563,3.7035275
cell_01058,9.33318,2.0037873,-0.033056423
cell_01059,10.754217,-0.7868495,1.7978489
cell_01060,11.547452,-2.9045804,-0.9589676
cell_01061,9.9362545,0.2575852,-0.73928636
cell_01062,-0.34630865,5.0079317,2.7555532
cell_01063,9.906191,-1.9471542,-0.82025594
cell_01064,0.5747664,6.1123824,2.8307362
cell_01065,10.023844,-4.272917,-0.8351102
cell_01066,3.4666045,6.7145195,1.8424102
cell_01067,10.394999,-1.7159026,-0.35651198
cell_01068,-4.138998,4.054063,4.4159994
cell_01069,3.8855555,6.477137,1.6409754
cell_01070,11.424808,-3.025705,-1.4721277
cell_01071,9.948594,0.8603862,-1.0326433
cell_01072,6.5439076,5.602728,1.3081771
cell_01073,11.048122,-2.0268872,2.0595407
cell_01074,10.737522,-1.741534,0.37515518
cell_01075,1.1908487,6.309853,2.581759
cell_01076,8.764216,1.8333421,-0.65190834
cell_01077,7.983626,3.3229005,0.074977465
cell_01078,10.018622,-0.851913,-1.3177452
cell_01079,1.0763689,6.802698,2.7599156
cell_01080,-0.7499825,6.049783,2.5355802
cell_01081,11.677024,-1.782203,2.4390273
cell_01082,10.836865,-3.8313315,-0.68748724
cell_01083,10.751259,-2.3185477,-1.3764888
